settlement_date,settlement_period,nd,tsd,england_wales_demand,embedded_wind_generation,embedded_wind_capacity,embedded_solar_generation,embedded_solar_capacity,non_bm_stor,pump_storage_pumping,scottish_transfer,ifa_flow,ifa2_flow,britned_flow,moyle_flow,east_west_flow,nemo_flow,nsl_flow,eleclink_flow,viking_flow,greenlink_flow
2024-02-07,24,36454,38048,33215,938,6562,2870,16860,0,8,1988,2001,-4,1054,-451,-531,999,867,997,0,0
2024-01-11,39,40622,42356,36741,1333,6488,0,16749,0,10,86,450,-4,704,-450,-531,682,5,-139,8,0
2024-03-01,48,26586,27521,24671,1089,6562,0,16994,0,10,2339,1943,-1,1051,-119,-205,999,1398,997,1351,0
2024-07-25,41,27820,30381,25679,1422,6563,206,17193,0,7,1109,1259,992,0,-193,-259,-527,1398,998,-1075,0
2024-01-03,32,36633,37785,33977,1835,6488,40,16729,0,8,2628,2000,-4,-459,-81,0,999,1397,997,780,0
2024-07-30,16,23597,25090,21455,575,6563,2568,17193,0,13,778,1259,991,0,-452,-528,999,1397,997,770,0
2024-09-21,31,21379,22794,19209,1502,6622,4806,17197,0,8,361,999,-1,1043,-451,-455,999,1398,996,970,0
2024-08-11,1,19796,21318,18325,686,6563,0,17193,0,8,1523,1361,992,-111,-377,-526,763,1399,999,0,0
2024-07-25,47,22438,24071,20704,1330,6563,0,17193,0,7,224,1256,980,1,-383,-335,911,1399,998,-408,0
2024-04-12,43,26848,29915,25581,2850,6562,0,17104,0,2,4691,1002,990,-912,-450,-531,-672,695,997,0,0
2024-02-17,12,21138,23229,19288,991,6562,0,16887,0,903,2273,1870,-4,-309,-275,0,698,1397,887,1347,0
2024-12-02,36,39881,42286,36037,2149,6622,0,17194,0,3,1680,1353,674,-293,-451,-529,-529,698,0,928,0
2024-01-03,4,22707,25488,21155,2187,6488,0,16729,0,1328,1910,1848,-4,757,-330,-519,906,618,997,773,0
2024-08-01,33,24611,26500,22408,775,6563,6116,17193,0,8,-116,1365,992,0,-451,-380,921,1398,963,-550,0
2024-06-06,22,23174,24663,21206,1666,6562,7138,17193,0,8,1779,2003,992,1003,-452,-529,1019,1397,996,1405,0
2024-08-11,21,19117,20072,16936,606,6563,6903,17193,0,6,-81,1364,992,1003,-431,-18,1019,1399,999,0,0
2024-11-28,5,26713,28300,24216,848,6622,0,17194,0,555,-95,1003,992,1003,-395,-37,999,698,0,986,0
2024-07-18,48,22899,24597,21113,805,6562,0,17193,0,13,1162,1383,649,0,-451,-527,40,1399,489,-207,0
2024-02-06,12,20886,23749,19373,4276,6562,0,16857,0,207,5021,-1239,-4,-649,-144,-20,28,26,167,0,0
2024-08-26,27,19272,20610,17020,1851,6622,7360,17193,0,59,940,1077,653,1051,-252,-527,476,1398,431,1421,0
2024-02-24,18,30324,30932,27525,304,6562,2594,16927,0,8,-66,1999,992,641,86,0,999,1399,996,1394,0
2024-09-01,22,21491,23817,19492,1948,6622,4383,16398,0,848,1777,2002,715,372,-451,-527,969,1397,994,991,0
2024-06-05,16,24094,25588,22537,2413,6562,3294,17193,0,12,3448,1504,991,498,-452,-530,801,1397,997,1420,0
2024-04-24,34,29585,31076,26970,1166,6562,4550,17143,0,12,-422,1005,992,1002,-451,-528,999,1397,995,728,0
2024-02-22,23,35499,36750,32851,2128,6562,1382,16923,0,11,2851,1997,992,1053,-437,-203,999,1397,995,1419,0
2024-02-16,7,22079,24195,20218,1122,6562,0,16887,0,1164,1645,1999,-4,737,-348,0,999,1398,997,783,0
2024-07-15,20,26609,28098,23973,410,6562,4571,17193,0,8,-391,2003,991,0,-452,-529,1019,1397,996,1409,0
2024-02-04,19,25603,26752,23776,3749,6562,652,16852,0,17,4500,584,-4,460,261,472,706,-528,514,0,0
2024-09-08,13,18567,19905,16940,440,6622,0,16396,0,6,56,1999,-1,-223,-302,-306,900,1399,997,714,0
2024-10-12,14,21632,22988,20721,1830,6622,0,17194,0,17,4464,999,-1,-838,218,117,999,1397,0,1422,0
2024-08-09,43,24248,26546,22945,2391,6563,0,17193,0,0,3568,280,773,0,-250,-527,-1021,1397,914,0,0
2024-05-08,13,22583,25618,20455,434,6562,210,17193,0,17,-735,1005,992,-1014,-172,-234,666,1028,995,-1098,0
2024-01-24,4,22758,24998,20999,5500,6488,0,16778,0,1350,4542,441,-1,165,173,0,506,-289,971,96,0
2024-08-29,1,20660,21697,19147,1086,6622,0,16396,0,6,2261,927,-2,-382,-15,-132,460,1399,195,725,0
2024-05-20,7,18187,21115,16534,644,6562,0,17193,0,350,-970,1002,992,-144,-387,-527,906,1399,997,-1020,0
2024-03-15,11,20288,23225,18393,2661,6562,0,17064,0,1187,833,1826,915,-269,-450,-431,337,893,852,379,0
2024-12-01,3,21799,24800,20884,4528,6622,0,17194,0,821,5283,-24,-272,-646,-100,0,-399,698,0,-139,0
2024-09-12,32,24640,27163,22449,1902,6622,5784,16396,0,11,1497,999,-1,146,-435,-508,984,1397,997,-1068,0
2024-09-27,4,18919,20270,17666,3566,6622,0,17194,0,583,3574,527,-1,242,-260,-7,0,518,0,485,0
2024-05-09,14,23480,25445,21585,781,6562,1099,17193,0,10,1265,1005,992,-677,-249,-529,1000,1398,995,437,0
2024-08-31,38,25014,27467,22889,1687,6622,441,16396,0,6,1916,1635,861,-616,0,-412,0,1399,895,-919,0
2024-05-28,4,18513,20062,17040,917,6562,0,17193,0,12,233,1503,992,-486,-192,0,860,1400,996,-359,0
2024-09-07,1,21317,22966,19643,909,6622,0,16396,0,11,1077,1876,-1,-258,-352,-527,634,1399,998,993,0
2024-11-23,10,22638,24117,20830,3190,6622,0,17194,0,879,3774,291,698,809,400,296,905,1397,0,1380,0
2024-05-06,16,21299,22810,18825,267,6562,2150,17193,0,12,-1090,1007,990,-202,-250,-194,13,1398,995,-353,0
2024-09-05,12,18941,21999,17445,1763,6622,0,16396,0,790,2000,1436,525,-1018,-369,-1,-380,1398,589,707,0
2024-01-11,6,25812,31986,23848,1483,6488,0,16749,0,1224,2367,-1427,-4,-534,-301,-455,-600,-7,-727,-295,0
2024-07-27,48,20515,22138,18722,512,6563,0,17193,0,8,-81,1260,991,0,-383,-526,999,1399,999,-206,0
2024-10-04,29,24954,26218,22915,2490,6622,5786,17194,0,10,4199,999,-1,1030,-99,-529,1000,1397,0,-125,0
2024-07-20,22,23149,24637,21092,921,6563,4726,17193,0,9,1060,2001,992,0,-452,-527,1019,1397,996,989,0
2024-03-22,18,29811,31404,27988,3495,6562,1986,17081,0,12,5106,1998,992,859,-450,-531,999,1397,996,12,0
2024-09-21,44,24430,25834,22534,1340,6622,0,17197,0,14,848,998,-1,0,-452,-437,999,1397,996,329,0
2024-02-04,1,21518,24088,20438,3403,6562,0,16852,0,1182,5474,-5,-4,109,-304,-281,-194,272,168,800,0
2024-07-01,28,24848,25666,22894,2288,6562,4059,17193,0,12,3288,2003,991,0,-125,-181,576,1397,995,1419,0
2024-09-01,15,18203,21280,16795,1649,6622,303,16398,0,807,2900,501,231,-311,-330,-527,-310,1397,483,-292,0
2024-02-28,32,35459,38322,33196,3169,6562,512,16937,0,11,4823,1757,502,-902,-150,0,-537,1398,497,-663,0
2024-11-30,30,30407,31018,28303,3001,6622,331,17194,0,11,5164,1055,576,0,400,0,385,698,0,972,0
2024-04-06,33,19662,23391,18177,5464,6562,4601,17104,0,5,3288,782,532,-481,-269,-256,-448,-1240,751,-530,0
2024-12-03,13,28716,30845,26042,337,6622,0,17194,0,90,304,-889,-29,-385,32,49,-136,1397,0,802,0
2024-07-24,26,24994,26082,22875,1222,6563,6568,17193,0,11,654,1369,991,0,-442,-135,1019,1398,997,992,0
2024-09-17,16,27104,29583,24467,567,6622,1024,17194,0,15,1283,999,-1,-341,-452,-529,585,1397,996,-641,0
2024-08-30,7,19006,22734,17761,922,6622,0,16396,0,293,2908,1833,-1,-1042,0,-527,-392,1399,507,-973,0
2024-05-31,44,25630,27298,23548,1199,6562,0,17193,0,10,616,1505,991,1002,-452,-527,-179,1399,997,789,0
2024-01-31,14,28555,32840,27081,3411,6488,0,16795,0,13,5107,-1626,-4,-380,400,298,-1021,1397,-641,416,0
2024-06-06,28,22243,23507,20463,2055,6562,8542,17193,0,9,2893,2004,992,1003,-288,-467,1019,1397,996,1029,0
2024-03-12,48,22792,24152,21282,3473,6562,0,17022,0,174,4523,766,70,-254,400,295,-158,309,224,-174,0
2024-03-25,9,20578,23020,19014,1674,6562,0,17084,0,1138,1908,2002,992,-87,-369,-248,241,1387,997,290,0
2024-03-25,3,23129,24358,21179,1133,6562,0,17084,0,91,789,1999,992,712,-370,-168,999,1399,997,771,0
2024-03-26,25,28966,30430,26014,1264,6562,7008,17088,0,8,231,1005,992,997,-451,-405,826,1398,998,776,0
2024-03-14,47,23548,25947,21341,2682,6562,0,17026,0,986,819,1991,992,178,-408,-405,808,1278,996,674,0
2024-11-14,31,34788,37109,31595,406,6622,640,17194,0,6,573,1870,484,-734,-451,-530,230,1397,0,115,0
2024-05-04,30,20263,21749,17567,804,6562,6676,17193,0,7,-2124,956,991,288,-452,-527,687,1399,995,771,0
2024-06-15,46,23146,24669,20939,1111,6562,0,17193,0,45,-574,1202,992,1003,-451,-527,936,1399,997,1423,0
2024-07-10,45,24579,26413,22697,1378,6562,0,17193,0,6,1524,179,543,0,-399,-392,-90,1397,461,-447,0
2024-10-05,41,28206,29884,25916,2700,6622,0,17194,0,13,3205,999,-1,-396,-213,0,999,1398,0,-555,0
2024-07-13,31,20687,22175,18476,1060,6562,5100,17193,0,10,139,1491,991,0,-451,-527,999,1397,996,989,0
2024-08-21,12,18195,22352,17108,2230,6622,0,17193,0,14,2164,208,369,-1018,-330,-528,-939,115,83,-828,0
2024-11-03,27,31353,32945,28462,467,6622,1032,17194,0,9,31,2003,-1,1003,-452,-530,1019,1397,0,992,0
2024-01-19,39,40689,43319,38081,2849,6488,0,16768,0,19,5033,-1241,-4,982,383,58,-555,1231,-211,1339,0
2024-08-31,22,20435,21473,18326,1477,6622,5788,16396,0,11,388,653,611,1017,0,-527,1019,1397,801,989,0
2024-11-03,40,32701,34296,29617,499,6622,0,17194,0,12,-242,2003,-1,444,-452,-530,989,1398,0,991,0
2024-07-09,2,19935,21405,18203,1438,6562,0,17193,0,7,-7,2001,992,0,-293,0,999,1399,995,-670,0
2024-05-02,41,29727,31415,27591,2000,6562,31,17193,0,11,2617,1005,991,-199,-451,-527,999,1397,996,1417,0
2024-06-11,35,28173,29665,25598,1455,6562,2537,17193,0,13,1013,1328,-1,1003,-451,-527,195,1397,999,1423,0
2024-07-18,3,20418,21612,18922,959,6562,0,17193,0,449,1422,1514,579,0,-245,0,500,1399,710,613,0
2024-11-17,6,21074,24090,19567,2242,6622,0,17194,0,854,2526,-455,-325,139,-251,-531,564,1398,0,1422,0
2024-10-05,42,27169,29109,24994,2804,6622,0,17194,0,15,3383,999,-1,-473,-299,0,999,1397,0,-652,0
2024-10-10,41,33957,35451,31061,902,6622,0,17194,0,10,1710,999,-1,662,-452,-531,999,1397,0,1421,0
2024-03-03,23,27699,29261,25104,831,6562,6315,16995,0,7,1713,1999,993,1052,-452,-503,998,1397,996,793,0
2024-04-30,48,22725,23992,20893,1144,6562,0,17143,0,10,916,1005,992,0,-402,-355,691,1398,996,1316,0
2024-07-09,30,27288,27970,25479,2345,6562,3026,17193,0,12,3286,1509,991,0,15,-170,999,1397,996,997,0
2024-05-13,44,26581,29051,24289,1623,6562,0,17193,0,12,1741,1006,-4,-982,-445,-527,176,1399,998,1420,0
2024-05-19,36,22867,24353,20316,1036,6562,4285,17193,0,8,-1796,1002,992,517,-451,-527,999,1399,997,790,0
2024-11-08,40,34988,36521,31958,529,6622,0,17196,0,5,617,1336,27,677,-450,-478,930,997,0,1202,0
2024-03-09,36,33010,34597,30421,3258,6562,19,17011,0,6,4423,1999,992,847,-450,-531,790,1397,997,1400,0
2024-07-28,14,17194,18578,15635,310,6563,1064,17193,0,55,-273,1260,992,0,-302,-527,999,1399,1000,596,0
2024-04-30,7,19718,22886,18061,2458,6562,0,17143,0,809,1208,769,873,-877,-452,-530,227,1399,997,498,0
2024-11-18,9,22054,24405,20076,1113,6622,0,17194,0,819,1244,1497,836,917,-401,-531,635,1398,0,1381,0
2024-04-03,6,21378,24314,19710,1957,6562,0,17101,0,70,2427,1495,992,-780,-452,-531,688,437,976,-603,0
2024-09-08,23,24441,25160,22131,675,6622,3923,16396,0,10,630,1783,-1,1051,-208,0,899,1398,917,987,0
2024-03-26,43,30948,32073,28858,2035,6562,0,17088,0,11,4050,1998,992,848,-452,-62,956,1397,996,1401,0
2024-09-11,39,30561,32099,28497,2463,6622,49,16396,0,2,3545,999,-1,-319,-415,-301,463,1397,997,1,0
2024-06-26,26,22729,23683,20248,784,6562,10255,17193,0,7,357,1504,780,1003,-246,-201,822,697,995,986,0
2024-07-19,4,20433,22895,18891,784,6563,0,17193,0,357,962,1543,798,0,-302,-527,-136,1399,597,-640,0
2024-09-25,21,30739,32233,27698,409,6622,2898,17194,0,10,-324,1001,-1,946,-452,-531,0,1397,997,1423,0
2024-02-16,29,30183,31780,27259,1470,6562,2470,16887,0,11,-453,2001,-3,522,-452,-531,999,1398,997,1383,0
2024-03-19,2,21213,25083,20197,3850,6562,0,17070,0,960,5680,262,-196,-1016,215,0,-1021,925,-77,0,0
2024-10-21,23,31537,32467,29934,3273,6622,2106,17194,0,14,4304,1000,-1,793,-304,-111,634,0,0,1419,0
2024-10-03,20,29526,30356,26451,826,6622,4731,17194,0,9,-32,999,-1,1029,-320,0,1019,1397,0,987,0
2024-11-29,44,30104,31280,28366,3806,6622,0,17194,0,12,4408,98,-165,512,-388,-11,283,698,0,986,0
2024-08-14,32,24212,25793,22390,1020,6622,4982,17193,0,14,1714,1370,992,-1014,-53,0,502,1398,997,0,0
2024-04-12,3,19859,23540,18856,3346,6562,0,17104,0,364,3892,795,624,-1007,-371,-531,-908,93,163,0,0
2024-09-08,48,19580,20463,18149,1927,6622,0,16396,0,265,2409,2005,-2,200,-116,0,996,1397,997,261,0
2024-02-01,43,32256,33270,30286,3133,6562,0,16848,0,6,5379,357,-4,435,-161,-4,-141,1397,-98,1412,0
2024-08-03,6,18910,21051,17475,975,6563,0,17193,0,7,232,1369,992,0,-307,-527,999,1399,997,-800,0
2024-05-30,41,26670,29299,24678,2638,6562,210,17193,0,7,2394,1504,991,-946,-121,-336,436,1397,996,-719,0
2024-06-24,11,18476,21448,16987,631,6562,66,17193,0,141,1615,2004,991,-1014,-245,-3,308,1399,995,-1069,0
2024-11-29,36,37998,40202,35257,3976,6622,0,17194,0,4,4160,830,262,131,-450,-531,-619,698,0,447,0
2024-09-18,3,20266,21557,18412,916,6622,0,17194,0,9,-112,998,-1,786,-382,-244,925,1399,996,-155,0
2024-02-23,42,34668,36029,31842,765,6562,0,16927,0,12,657,1897,991,1054,-450,-299,1019,1399,996,1398,0
2024-08-08,34,27176,28474,24653,2681,6563,1226,17193,0,10,-88,1456,992,1,-451,-337,999,1399,995,0,0
2024-11-10,29,31062,33297,29012,1317,6622,909,17194,0,10,3072,2003,489,267,-119,-447,993,1397,0,-1059,0
2024-08-29,7,18581,20101,17340,1146,6622,0,16396,0,73,2526,1227,-2,-624,-249,-11,213,1399,422,-61,0
2024-11-03,3,22206,24148,20398,619,6622,0,17194,0,571,1781,2004,-1,1002,-452,-318,999,1397,0,984,0
2024-04-01,28,24099,25550,21959,1926,6562,5677,17101,0,4,2940,1124,968,855,-450,-497,852,1397,997,505,0
2024-06-28,10,15476,22045,14894,3798,6562,0,17193,0,689,4625,-428,-374,-1015,-300,-269,-1021,-481,-400,-1092,0
2024-11-28,46,28309,29138,26279,3456,6622,0,17194,0,11,4119,761,17,-204,200,440,-14,698,0,1,0
2024-03-24,6,19296,23573,18091,4051,6562,0,17082,0,1251,5017,925,461,-253,-350,-432,489,-614,680,-777,0
2024-08-25,18,16318,18439,15229,3146,6622,4145,17193,0,855,3912,454,9,-227,-9,-530,492,180,25,139,0
2024-10-22,13,23811,26938,22295,1985,6622,0,17194,0,66,2602,981,-1,-1002,-369,-369,-452,0,0,-368,0
2024-11-08,7,21606,23194,19717,914,6622,0,17196,0,834,2088,1876,-4,-115,-35,104,224,998,0,0,0
2024-07-03,41,26590,28194,25219,2930,6562,493,17193,0,8,3664,1005,-1,0,183,91,192,1397,997,-1095,0
2024-08-16,31,19118,21619,17782,2333,6622,8500,17193,0,11,3358,1224,798,-953,-451,-416,-170,1090,935,0,0
2024-07-16,37,28406,29894,26018,1164,6562,2150,17193,0,10,-412,1368,992,0,-451,-527,999,1398,932,607,0
2024-07-15,10,18389,19803,16674,369,6562,0,17193,0,133,-68,2003,991,1,-311,-470,754,1398,996,702,0
2024-08-03,19,21451,22507,19627,1050,6563,3448,17193,0,6,523,1368,992,0,-322,-228,1018,1399,997,992,0
2024-06-28,9,15750,22150,15180,3812,6562,0,17193,0,593,4652,-383,-357,-1015,-300,-236,-1021,-526,-377,-1092,0
2024-07-04,22,20600,23284,19277,4456,6562,7946,17193,0,768,4251,542,-1,0,-433,-530,1019,-260,367,-192,0
2024-03-30,24,20734,21340,18489,1189,6562,8190,17098,0,6,960,981,992,949,213,3,462,1399,998,777,0
2024-09-09,48,19523,21724,18527,2650,6622,0,16396,0,52,2819,152,-1,-783,-271,-27,-524,1392,-43,1419,0
2024-07-15,47,23113,24604,20985,608,6562,0,17193,0,14,-618,1997,987,0,-451,-526,851,1399,993,816,0
2024-04-21,37,28919,30409,26062,760,6562,2168,17143,0,12,-1406,1003,991,890,-451,-527,999,1399,996,734,0
2024-04-19,21,29011,29972,26633,3533,6562,3814,17143,0,11,2551,1004,991,658,-450,0,573,644,996,1207,0
2024-02-12,19,34351,35599,31486,2042,6562,3215,16874,0,11,3393,578,-4,114,-450,-42,-141,1368,82,161,0
2024-09-05,8,18061,21048,16608,1460,6622,0,16396,0,846,1567,1619,669,-1048,-368,-225,41,1398,678,703,0
2024-01-15,29,37483,41147,34152,2345,6488,4044,16755,0,9,2480,-898,-4,105,-451,-531,-340,-5,-303,-523,0
2024-11-19,36,41994,44118,38446,2688,6622,0,17194,0,7,2144,946,796,836,-452,-531,175,1144,0,-534,0
2024-06-19,2,20524,21461,18853,703,6562,0,17193,0,11,-446,2003,991,702,-383,-43,728,1399,997,0,0
2024-02-01,35,38712,40048,35986,2316,6562,0,16848,0,2,5382,244,-4,-461,-112,0,-157,1397,317,1412,0
2024-06-25,41,28401,30178,25935,742,6562,554,17193,0,6,587,1505,992,-106,-451,-475,667,697,996,-239,0
2024-08-29,6,18887,20614,17588,1147,6622,0,16396,0,531,2594,1148,-2,-402,-249,-43,458,1399,274,424,0
2024-08-12,48,22163,23144,20454,1034,6563,0,17193,0,10,1777,1339,939,-471,25,129,525,1399,964,0,0
2024-03-17,4,21876,24694,20299,2163,6562,0,17065,0,1237,3226,1817,928,426,-450,-531,601,838,933,347,0
2024-07-09,42,27622,28293,25777,1833,6562,45,17193,0,3,3652,940,865,0,15,-168,372,1397,483,1420,0
2024-11-12,3,24593,26650,22302,1199,6622,0,17194,0,616,-1119,2002,489,981,-452,-389,820,1398,0,386,0
2024-06-15,9,18451,20227,16696,748,6562,0,17193,0,604,-797,2008,-1,1003,-309,-362,313,1399,998,790,0
2024-02-05,19,33362,33976,31007,4399,6562,879,16855,0,10,4815,1963,-4,1039,119,13,979,1397,993,0,0
2024-10-24,27,27835,28877,25634,3210,6622,6019,17194,0,11,2928,1001,-1,1001,-447,-83,1019,0,0,985,0
2024-02-25,34,34276,34887,31341,1964,6562,228,16928,0,11,604,1999,992,103,400,284,644,1399,996,182,0
2024-10-30,43,29910,31487,27741,1006,6622,0,17194,0,8,1973,2004,-1,133,-451,-517,490,1397,0,818,0
2024-10-06,4,19370,23398,17853,2690,6622,0,17194,0,907,3821,1000,-1,-747,-90,-225,-514,1040,0,-1044,0
2024-05-10,46,24029,26559,21926,616,6562,0,17193,0,6,-809,1004,991,-976,-433,-264,999,1399,996,-351,0
2024-08-18,39,24951,28326,22996,1503,6622,677,17193,0,9,1974,2004,992,-789,-452,-527,426,1399,996,-1098,0
2024-03-04,35,37106,38251,34414,3076,6562,147,16998,0,7,4067,102,-14,-319,361,17,-205,1397,141,783,0
2024-09-17,19,27041,28538,24337,576,6622,4861,17194,0,13,243,998,-1,703,-452,-531,864,1397,996,800,0
2024-04-14,31,19717,21060,18406,3254,6562,6202,17104,0,252,3483,566,894,606,-103,-488,502,1190,998,0,0
2024-05-30,23,24872,25764,22916,3033,6562,4568,17193,0,5,1925,1505,992,1003,-387,0,285,1397,996,794,0
2024-04-20,34,23653,25226,21139,1045,6562,5064,17143,0,10,-1340,1004,992,1004,-451,-528,999,1399,996,-84,0
2024-11-17,25,29541,30677,26675,1244,6622,3302,17194,0,8,669,2008,489,1003,-429,-99,632,1397,0,1422,0
2024-11-16,26,30390,31614,28347,2209,6622,1395,17194,0,8,3320,2003,489,959,-382,-234,830,1397,0,1423,0
2024-07-03,37,26768,28335,25180,3056,6562,2025,17193,0,7,4198,1003,-1,0,399,231,701,1397,997,-1059,0
2024-04-20,15,24060,25572,21588,927,6562,1448,17143,0,143,-1244,1003,991,966,-450,-419,999,1399,997,703,0
2024-07-06,33,18328,20391,16450,2573,6562,6559,17193,0,682,-165,1874,992,0,-350,-531,999,678,899,112,0
2024-09-03,16,26702,29438,24530,646,6622,492,16396,0,8,1835,1570,303,-809,-296,-341,122,1397,398,-782,0
2024-08-05,37,27765,29894,25381,2039,6563,1463,17193,0,19,1793,1278,729,0,-451,-527,-632,1399,766,0,0
2024-04-13,9,18364,22649,17298,1911,6562,0,17104,0,6,3344,860,748,-980,-364,-531,-1021,-883,998,0,0
2024-04-10,25,29990,30914,27532,3721,6562,3367,17104,0,11,4262,1003,992,1003,-398,-15,1000,1397,996,0,0
2024-07-28,34,19685,20773,17785,834,6563,6210,17193,0,7,-325,1259,992,0,-452,-129,999,1399,999,997,0
2024-07-19,40,26899,30492,25053,1517,6563,837,17193,0,7,3067,545,533,0,-451,-527,-1018,1399,609,-1090,0
2024-08-04,6,17808,18895,16423,609,6563,0,17193,0,10,203,1368,992,0,-300,-272,950,1399,997,-5,0
2024-01-26,13,23901,25283,22333,4759,6488,0,16784,0,28,5047,418,-3,-655,-32,-64,12,498,242,538,0
2024-06-02,41,24446,25933,22679,1472,6562,458,17193,0,8,2552,1506,991,96,-452,-527,282,1398,997,1410,0
2024-06-23,39,25862,28351,23597,616,6562,1713,17193,0,11,1162,2003,992,-292,-452,-527,999,1399,997,-707,0
2024-08-28,18,26475,27764,24259,1285,6622,2073,16398,0,11,2223,2002,991,818,-251,-527,451,1398,771,987,0
2024-07-25,7,18521,21516,17204,1587,6563,0,17193,0,982,1467,1372,991,0,-278,-290,105,1398,999,-945,0
2024-01-14,17,27482,28650,25210,1172,6488,4,16753,0,16,2626,1479,-4,351,-436,-112,169,1399,91,789,0
2024-11-29,29,34307,37631,31397,3433,6622,2157,17194,0,9,3771,1773,831,-701,-300,-16,-900,698,0,-798,0
2024-03-12,34,35814,38129,32454,2153,6562,390,17019,0,9,1972,2000,990,-907,221,0,61,4,994,-799,0
2024-10-16,28,32559,34051,29810,1430,6622,2071,17194,0,11,1397,999,-1,1027,-451,-529,1016,0,0,986,0
2024-07-23,45,25563,27051,23252,377,6563,0,17193,0,10,-417,1369,991,0,-452,-526,983,1399,991,893,0
2024-01-24,16,31971,33867,29668,5173,6488,0,16778,0,10,4618,1998,-1,-1014,-271,0,814,1175,994,405,0
2024-03-11,24,36810,38403,33275,868,6562,1972,17015,0,12,-6,2000,992,885,-450,-531,919,1398,998,658,0
2024-03-07,27,32771,33489,30095,2918,6562,3907,17007,0,8,3118,1999,993,852,-110,0,838,1105,997,895,0
2024-02-21,33,33145,34421,31150,3762,6562,543,16920,0,18,5328,1747,-5,268,-146,-507,861,1344,997,573,0
2024-07-03,17,26171,27658,24056,1615,6562,1852,17193,0,6,2142,1004,-1,0,-450,-530,980,1397,998,1419,0
2024-10-10,28,27597,29088,24983,1390,6622,5967,17194,0,11,360,999,-1,1052,-452,-527,1018,1399,0,998,0
2024-10-06,21,25536,27031,23288,2304,6622,1882,17194,0,15,2543,999,-1,1032,-450,-529,1019,1397,0,694,0
2024-04-23,43,31233,34078,28645,1201,6562,0,17143,0,11,609,983,845,-347,-328,-529,-384,1397,770,-746,0
2024-02-27,6,24668,26235,23701,1797,6562,0,16933,0,967,5670,2001,867,118,79,0,513,925,820,114,0
2024-07-02,29,24020,25175,21957,1706,6562,5966,17193,0,8,2836,1003,-1,0,-119,-527,1000,1397,998,1418,0
2024-02-05,9,18427,22531,17102,4274,6562,0,16855,0,822,4895,-1803,-4,-169,186,-28,-207,-176,-295,0,0
2024-05-17,34,24795,26275,22499,512,6562,4742,17193,0,3,-697,1004,991,0,-451,-526,999,1399,996,1422,0
2024-03-29,14,23167,24537,20810,1502,6562,736,17098,0,12,-776,1999,992,759,-451,-307,758,1399,997,783,0
2024-11-30,17,27949,28805,26018,2751,6622,22,17194,0,9,4762,988,912,-247,144,0,136,698,0,1419,0
2024-11-23,24,33793,34988,31117,5640,6622,326,17194,0,8,3006,1002,991,1004,-451,-136,1019,1397,0,1423,0
2024-04-20,1,22806,24292,20566,1135,6562,0,17143,0,8,197,1004,992,439,-450,-528,999,1399,997,57,0
2024-02-18,22,27607,29056,25531,1623,6562,2522,16887,0,14,2326,1998,-3,1056,-452,-380,999,1399,996,806,0
2024-07-02,38,27037,28192,24620,1411,6562,2197,17193,0,7,1752,1003,-2,0,-119,-527,999,1397,997,1419,0
2024-05-24,47,23305,24778,21320,407,6562,0,17193,0,13,-238,1476,992,547,-451,-509,665,1399,997,421,0
2024-01-09,42,38347,42084,34893,2022,6488,0,16740,0,12,751,-1565,-4,986,-232,-10,-10,-5,-496,-803,0
2024-03-01,5,24435,26736,22232,1433,6562,0,16994,0,795,65,2000,992,1003,-375,-531,999,1399,997,1387,0
2024-09-02,14,22989,25754,20935,526,6622,53,16396,0,16,1813,309,4,-1012,87,115,-553,1397,162,-684,0
2024-06-11,30,24640,26036,22251,1567,6562,5003,17193,0,7,649,2008,-1,1002,-451,-437,86,1397,997,811,0
2024-03-02,8,23774,25592,21920,1115,6562,0,16994,0,1217,1699,1798,-1,1052,0,0,999,1399,996,1102,0
2024-11-03,33,34321,35910,31178,414,6622,2,17194,0,6,-228,2004,-1,819,-452,-530,999,1397,0,987,0
2024-11-20,5,25694,27888,23720,2834,6622,0,17194,0,762,2293,1697,992,868,-301,-531,999,1397,0,761,0
2024-09-30,35,33643,34690,30707,2483,6622,516,17194,0,6,696,999,-1,1025,-10,-530,999,1397,0,1425,0
2024-06-05,29,19877,22320,18334,3390,6562,8992,17193,0,579,3018,1430,950,717,-452,-529,252,1397,997,-383,0
2024-04-14,45,23240,26442,21962,3353,6562,0,17104,0,7,4087,594,948,-1016,108,-27,-885,709,998,-767,0
2024-12-05,33,37857,38520,34686,4246,6622,0,17194,0,4,3664,1933,929,452,-59,63,756,1397,0,991,0
2024-02-18,39,32831,34139,30740,1657,6562,0,16887,0,8,4162,1999,-3,1055,-181,-516,1019,1397,997,816,0
2024-03-12,15,31586,32755,28827,1861,6562,69,17019,0,12,1503,1075,451,0,145,1,-103,1220,535,-454,0
2024-06-28,38,23752,25349,22280,2659,6562,2728,17193,0,16,3338,945,919,-104,-450,-527,336,1397,983,1183,0
2024-02-15,18,32480,34113,29521,1980,6562,604,16884,0,48,621,1500,-4,320,-450,-531,896,7,997,0,0
2024-07-22,12,18780,20767,16961,1037,6563,51,17193,0,121,-97,2002,992,0,-331,0,998,1398,995,-1035,0
2024-03-04,22,32370,32978,29483,1861,6562,6722,16998,0,8,1749,997,992,1048,316,0,648,1397,947,771,0
